"book","chapter","verse","edition","text" 
"Ev","3","01","2.07","ἐν@pd ἔτος@ndnsc δέ@cc πεντεκαιδέκατος@aodnsn ὁ@dgfs ἡγεμονία@ngfsc Τιβέριος@ngmsp Καῖσαρ@ngmsp" 
"Ev","4","31","2.07","ὁ@dnms Ἰησοῦς@nnmsp κατέρχομαι@viaa3s εἰς@pa Καφαρναούμ@nafsp πόλις@nafsc ὁ@dgfs Γαλιλαία@ngfsp ὁ@dafs παραθαλάσσιος@anafsn ἐν@pd ὅριον@ndnpc Ζαβουλών@ngmsp καί@cc Νεφθαλίμ@ngmsp καί@cc εἰμί@viia3s διδάσκω@vppanms αὐτός@rpamp ἐν@pd ὁ@ddnp σάββατον@ndnpc" 
"Ev","4","32","2.07","καί@cc πᾶς@ainmpn ἐκπλήσσω@viip3p ἐπί@pd ὁ@ddfs διδαχή@ndfsc αὐτός@rpgms ὅτι@cs ἐν@pd ἐξουσία@ndfsc εἰμί@viia3s ὁ@dnms λόγος@nnmsc αὐτός@rpgms" 
"Ev","4","33","2.07","καί@cc ἐν@pd ὁ@ddfs συναγωγή@ndfsc εἰμί@viia3s ἄνθρωπος@nnmsc ἔχω@vppanms πνεῦμα@nansc δαιμόνιον@nansc ἀκάθαρτος@anansn καί@cc ἀνακράζω@viaa3s φωνή@ndfsc μέγας@andfsn" 
"Ev","4","34","2.07","τίς@rqnns ἐγώ@rpd-p καί@cc σύ@rpd-s εἰμί@vipa3s Ἰησοῦς@nvmsp Ναζαρηνός@anvmsn ἔρχομαι@viaa2s ἀπόλλυμι@vnaa ἐγώ@rpa-p οἶδα@vixa1s τίς@rqnms εἰμί@vipa2s ὁ@dnms ἅγιος@annmsn ὁ@dgms θεός@ngmsc" 
"Ev","4","35","2.07","καί@cc ἐπιτιμάω@viaa3s αὐτός@rpdns ὁ@dnms Ἰησοῦς@nnmsp λέγω@vppanms φιμόω@vdap2s καί@cc ἐξέρχομαι@vdaa2s ἀπό@pg αὐτός@rpgms καί@cc ῥίπτω@vpaanns αὐτός@rpams ὁ@dnns δαιμόνιον@nnnsc εἰς@pa ὁ@dans μέσος@anansn ἀνακράζω@vpaanns τέ@cc ἐξέρχομαι@viaa3s ἀπό@pg αὐτός@rpgms μηδείς@rians βλάπτω@vpaanns αὐτός@rpams" 
"Ev","4","36","2.07","καί@cc γίνομαι@viam3s θάμβος@nnmsc μέγας@annmsn ἐπί@pa πᾶς@aiampn καί@cc συλλαλέω@viia3p πρός@pa ἀλλήλων@reamp λέγω@vppanmp τίς@rqnms ὁ@dnms λόγος@nnmsc οὗτος@rdnms ὅτι@cs ἐν@pd ἐξουσία@ndfsc καί@cc δύναμις@ndfsc ἐπιτάσσω@vipa3s ὁ@ddnp ἀκάθαρτος@andnpn πνεῦμα@ndnpc καί@cc ἐξέρχομαι@vipm3p" 
"Ev","4","37","2.07","καί@cc ἐξέρχομαι@viaa3s ὁ@dnfs ἀκοή@nnfsc περί@pg αὐτός@rpgms εἰς@pa πᾶς@aiamsn τόπος@namsc ὁ@dgfs περίχωρος@angfsn" 
"Ev","4","16","2.07","ἔρχομαι@vpaanms δέ@cc εἰς@pa Ναζαρά@nafsp εἰσέρχομαι@viaa3s ἐν@pd ὁ@ddfs ἡμέρα@ndfsc ὁ@dgnp σάββατον@ngnpc εἰς@pa ὁ@dafs συναγωγή@nafsc" 
"Ev","4","22","2.07","καί@cc λέγω@viia3p οὐχί@b υἱός@nnmsc εἰμί@vipa3s Ἰωσήφ@ngmsp οὗτος@rdnms" 
"Ev","4","23","2.07","καί@cc λέγω@viaa3s πρός@pa αὐτός@rpamp πάντως@b λέγω@vifa2p ἐγώ@rpd-s ὁ@dafs παραβολή@nafsc οὗτος@rdafs ἰατρός@nvmsc θεραπεύω@vdaa2s σεαυτοῦ@rxams ὅσος@rranp ἀκούω@viaa1p γίνομαι@vpamanp εἰς@pa ὁ@dafs Καφαρναούμ@nafsp ποιέω@vdaa2s καί@b ὧδε@b ἐν@pd ὁ@ddfs πατρίς@ndfsc σύ@rpg-s" 
"Ev","4","24","2.07","λέγω@viaa3s δέ@cc ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs οὐδείς@ainmsn προφήτης@nnmsc δεκτός@annmsn εἰμί@vipa3s ἐν@pd ὁ@ddfs πατρίς@ndfsc αὐτός@rpgms" 
"Ev","4","28","2.07","καί@cc πίμπλημι@viap3p πᾶς@ainmpn θυμός@ngmsc ἐν@pd ὁ@ddfs συναγωγή@ndfsc" 
"Ev","4","29","2.07","καί@cc ἀνίστημι@vpaanmp ἐκβάλλω@viaa3p αὐτός@rpams ἔξω@pg ὁ@dgfs πόλις@ngfsc καί@cc ἄγω@viaa3p αὐτός@rpams ἕως@pg ὁ@dgfs ὀφρύς@ngfsc ὁ@dgns ὄρος@ngnsc ἐπί@pg ὅς@rrgns ὁ@dnfs πόλις@nnfsc οἰκοδομέω@viyp3s αὐτός@rpgmp ὥστε@cs κατακρημνίζω@vnaa αὐτός@rpams" 
"Ev","4","30","2.07","αὐτός@rtnms δέ@cc διέρχομαι@vpaanms διά@pg μέσος@angnsn αὐτός@rpgmp πορεύομαι@viim3s" 
"Ev","4","40","2.07","() δύνω@vppagms δέ@cc ὁ@dgms ἥλιος@ngmsc ἅπας@annmpn ὅσος@rrnmp ἔχω@viia3p ἀσθενέω@vppaamp νόσος@ndfpc ποικίλος@andfpn ἄγω@viaa3p αὐτός@rpamp πρός@pa αὐτός@rpams ὁ@dnms δέ@cc εἷς@acdmsn ἕκαστος@aidmsn ὁ@dafp χείρ@nafpc ἐπιτίθημι@vppanms θεραπεύω@viia3s αὐτός@rpamp" 
"Ev","4","41","2.07","ἐξέρχομαι@viim3s δέ@cc καί@b δαιμόνιον@nnnpc ἀπό@pg πολύς@angmpn κραυγάζω@vppannp καί@cc λέγω@vppannp σύ@rpn-s εἰμί@vipa2s ὁ@dnms υἱός@nnmsc ὁ@dgms θεός@ngmsc καί@cc ἐπιτιμάω@vppanms οὐ@b ἐάω@viia3s αὐτός@rpanp λαλέω@vnpa ὅτι@cs οἶδα@viya3p ὁ@dams χριστός@namsp αὐτός@rpams εἰμί@vnpa" 
"Ev","4","42","2.07","γίνομαι@vpamgfs δέ@cc ἡμέρα@ngfsc ἐξέρχομαι@vpaanms πορεύομαι@viap3s εἰς@pa ἔρημος@anamsn τόπος@namsc καί@cc ὁ@dnmp ὄχλος@nnmpc ἐπιζητέω@viia3p αὐτός@rpams καί@cc ἔρχομαι@viaa3p ἕως@pg αὐτός@rpgms καί@cc κατέχω@viia3p αὐτός@rpams ὁ@dgns μή@x πορεύομαι@vnpm ἀπό@pg αὐτός@rpgmp" 
"Ev","4","43","2.07","ὁ@dnms δέ@cc λέγω@viaa3s πρός@pa αὐτός@rpamp ὅτι@cs δεῖ@vipa3s ἐγώ@rpa-s καί@b ὁ@ddfp ἕτερος@aidfpn πόλις@ndfpc ἀπαγγέλλω@vnam ὁ@dafs βασιλεία@nafsc ὁ@dgms θεός@ngmsc ὅτι@cs ἐπί@pa οὗτος@rdans ἀποστέλλω@viap1s" 
"Ev","4","44","2.07","καί@cc εἰμί@viia3s κηρύσσω@vppanms εἰς@pa ὁ@dafp συναγωγή@nafpc ὁ@dgfs Γαλιλαία@ngfsp" 
"Ev","5","01","2.07","γίνομαι@viam3s δέ@cc ἐν@pd ὁ@ddns ὁ@dams ὄχλος@namsc ἐπίκειμαι@vnpp αὐτός@rpdms καί@cc ἀκούω@vnpa ὁ@dams λόγος@namsc ὁ@dgms θεός@ngmsc ἵστημι@vpxagns αὐτός@rpgms παρά@pa ὁ@dafs λίμνη@nafsc Γεννησαρέτ@nafsp" 
"Ev","5","02","2.07","καί@cc ὁράω@viaa3s δύο@acanpn πλοῖον@nanpc ἵστημι@vpxaanp παρά@pa ὁ@dafs λίμνη@nafsc ὁ@dnmp δέ@cc ἁλιεύς@nnmpc ἀπό@pg αὐτός@rpgmp ἀποβαίνω@vpaanmp πλύνω@viia3p ὁ@danp δίκτυον@nanpc" 
"Ev","5","03","2.07","ἐμβαίνω@vpaanms δέ@cc εἰς@pa εἷς@acansn ὁ@dgnp πλοῖον@ngnpc ὅς@rrnns εἰμί@viia3s Σίμων@ngmsp ἐρωτάω@viaa3s αὐτός@rpams ἀπό@pg ὁ@dgfs γῆ@ngfsc ἐπανάγω@vnaa ὅσος@rrans ὅσος@rrans καθίζω@vpaanms δέ@cc ἐν@pd ὁ@ddns πλοῖον@ndnsc διδάσκω@viia3s ὁ@damp ὄχλος@nampc" 
