"book","chapter","verse","edition","text"
"Ev","3","01","2.05","ἐν τῷ πεντεκαιδεκάτῳ ἔτει Τιβερίου Καίσαρος ἡγεμονεύοντος Ποντίου Πιλάτου τῆς Ἰουδαίας"
"Ev","4","31","2.05","ὁ Ἰησοῦς κατῆλθεν εἰς Καφαρναοὺμ πόλιν τῆς Γαλιλαίας. καὶ ἦν διδάσκων αὐτοὺς ἐν τῇ συναγωγῇ·"
"Ev","4","32","2.05","καὶ ἐξεπλήσσοντο ἐπὶ τῇ διδαχῇ αὐτοῦ ὅτι ἐν ἐξουσίᾳ ἦν ὁ λόγος αὐτοῦ."
"Ev","4","33","2.05","καὶ ἐν τῇ συναγωγῇ ἦν ἄνθρωπος ἔχων πνεῦμα δαιμονίου καὶ ἀνέκραξεν φωνῇ μεγάλῃ·"
"Ev","4","34","2.05","τί ἡμῖν καὶ σοί Ἰησοῦ; ἦλθες ἀπολέσαι ἡμᾶς; οἶδα σε τίς εἶ· ὁ ἅγιος τοῦ θεοῦ."
"Ev","4","35","2.05","καὶ ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς ()."
"Ev","4","16","2.05","καὶ ἦλθεν εἰς Ναζαρά ὅπου ἦν κατὰ τὸ εἰωθὸς ἐν τῇ ἡμέρᾳ τῶν σαββάτων εἰς τὴν συναγωγὴν."
"Ev","4","23","2.05","καὶ εἶπεν πρὸς αὐτούς· πάντως ἐρεῖτέ μοι τὴν παραβολὴν ταύτην· ἰατρέ θεράπευσον σεαυτόν — [ὅσα ἠκούσαμεν γενόμενα εἰς τὴν Καφαρναοὺμ ποίησον καὶ ὧδε] — ()."
"Ev","4","29","2.05","καὶ ἀναστάντες ἐξέβαλον αὐτὸν ἔξω τῆς πόλεως καὶ ἤγαγον αὐτὸν ἕως τῆς ὀφρύος τοῦ ὄρους ἐφ᾽ οὗ ἡ πόλις ᾠκοδόμητο αὐτῶν ὥστε κατακρημνίσαι αὐτόν."
"Ev","4","30","2.05","αὐτὸς δὲ διελθὼν διὰ μέσου αὐτῶν ἐπορεύετο."
"Ev","4","40","2.05","[() ἀσθενοῦντας νόσοις ποικίλαις ()] () ὁ δὲ ἑνὶ ἑκάστῳ αὐτῶν τὰς χεῖρας ἐπιτιθεὶς ἐθεράπευεν αὐτούς."
"Ev","4","41","2.05","ἐξήρχοντο δὲ καὶ δαιμόνια ἀπὸ πολλῶν κραυγάζοντα καὶ λέγοντα ὅτι σὺ εἶ ὁ υἱὸς τοῦ θεοῦ. καὶ ἐπιτιμῶν οὐκ εἴα αὐτὰ λαλεῖν."
"Ev","4","42","2.05","γενομένης δὲ ἡμέρας ἐξελθὼν ἐπορεύθη εἰς ἔρημον τόπον. καὶ οἱ ὄχλοι ἐπεζήτουν αὐτὸν καὶ ἦλθον ἕως αὐτοῦ καὶ κατεῖχον αὐτὸν τοῦ μὴ πορεύεσθαι ἀπ᾽ αὐτῶν."
"Ev","4","43","2.05","ὁ δὲ εἶπεν πρὸς αὐτοὺς ὅτι καὶ ταῖς ἑτέραις πόλεσιν εὐαγγελίσασθαί με δεῖ τὴν βασιλείαν τοῦ θεοῦ ()."
"Ev","5","02","2.05","() ἁλιεῖς ()."
"Ev","5","03","2.05","() Σίμων ()."
"Ev","5","06","2.05","() συνέκλεισαν πλῆθος ἰχθύων πολύ ()."
"Ev","5","08","2.05","() Πέτρος ()."
"Ev","5","09","2.05","θάμβος γὰρ περιέσχεν αὐτὸν ()"
"Ev","5","10","2.05","ὁμοίως δὲ () υἱοὺς Ζεβεδαίου (). καὶ εἶπεν πρὸς τὸν Σίμωνα ὁ Ἰησοῦς· μὴ φοβοῦ ἀπὸ τοῦ νῦν ἀνθρώπους ἔσῃ ζωγρῶν."
"Ev","5","11","2.05","καὶ () τὰ πλοῖα () ἀφέντες () ἠκολούθησαν αὐτῷ."
"Ev","5","12","2.05","() ἀνὴρ λεπρός ()."
"Ev","5","13","2.05","καὶ () ἥψατο αὐτοῦ λέγων· καθαρίσθητι. καὶ εὐθέως [ἡ λέπρα ἀπῆλθεν ἀπ᾽ αὐτοῦ]."
"Ev","5","14","2.05","καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν ἀλλὰ· ἀπελθὼν δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου καθὼς προσέταξε Μωϋσῆς ἵνα ᾖ μαρτύριον τοῦτο ὑμῖν."
"Ev","5","18","2.05","() παραλυτικὸν ()."
"Ev","5","19","2.05","() τὸν ὄχλον () εἰς τὸ μέσον ἔμπροσθεν τοῦ Ἰησοῦ."
"Ev","5","20","2.05","() [() εἶπεν] ἀφέωνταί σοι αἱ ἁμαρτίαι σου."
"Ev","5","21","2.05","καὶ () λέγοντες· τίς δύναται ἁμαρτίας ἀφεῖναι εἰ μὴ μόνος ὁ θεός;"
"Ev","5","22","2.05","[δὲ ὁ Ἰησοῦς () ἀποκριθεὶς εἶπεν] ()·"
"Ev","5","24","2.05","ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἀφιέναι ἁμαρτίας ἐπὶ τῆς γῆς [— εἶπεν τῷ παραλυτικῷ —] () ἔγειρε καὶ ἆρον τὸν κράβαττόν σου ()."
"Ev","5","25","2.05","καὶ παραχρῆμα ἀναστὰς ἐνώπιον αὐτῶν ()."
"Ev","5","27","2.05","() τελώνην (). καὶ εἶπεν αὐτῷ· ἀκολούθει μοι."
"Ev","5","31","2.05","() οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλὰ οἱ κακῶς ἔχοντες."
"Ev","5","33","2.05","οἱ δὲ εἶπαν πρὸς αὐτόν· διὰ τί οἱ μαθηταὶ Ἰωάννου νηστεύουσιν πυκνὰ καὶ δεήσεις ποιοῦνται οἱ δὲ σοὶ ἐσθίουσιν καὶ πίνουσιν;"
"Ev","5","34","2.05","ὁ δὲ Ἰησοῦς εἶπεν πρὸς αὐτούς· μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος ἐν ᾧ ὁ νύμφιος μετ᾽ αὐτῶν ἐστιν νηστεύειν;"
"Ev","5","35","2.05","() ἐλεύσονται δὲ ἡμέραι καὶ ὅταν ἀπαρθῇ ἀπ᾽ αὐτῶν ὁ νυμφίος τότε νηστεύσουσιν ()."
"Ev","5","37","2.05","οὐ βάλλουσιν οἶνον νέον εἰς ἀσκοὺς παλαιούς· εἰ δὲ μή γε ῥήξει ὁ οἶνος ὁ νέος τοὺς ἀσκοὺς καὶ αὐτὸς ἐκχυθήσεται καὶ οἱ ἀσκοὶ ἀπολοῦνται."
"Ev","5","38","2.05","ἀλλὰ βάλλουσιν οἶνον νέον εἰς ἀσκοὺς νέους καὶ ἀμφότεροι συντηροῦνται."
"Ev","5","36","2.05","καὶ οὐδε ἐπίβλημα ῥάκους ἀγνάφου ἐπὶ ἱματίῳ παλαιῷ· εἰ δὲ μή γε καὶ τὸ πλήρωμα αἴρει καὶ τῷ παλαιῷ οὐ συμφωνήσει μεῖζον γὰρ σχίσμα γενήσεται."
"Ev","6","01","2.05","ἐγένετο δὲ ἐν σαββάτῳ () ἔτιλλον οἱ μαθηταί τοὺς στάχυας ψώχοντες ταῖς χερσίν."
"Ev","6","02","2.05","τινὲς δὲ τῶν Φαρισαίων εἶπαν· τί ποιεῖτε ὃ οὐκ ἔξεστιν τοῖς σάββασιν;"
"Ev","6","03","2.05","καὶ ἀποκριθεὶς πρὸς αὐτοὺς εἶπεν ὁ Ἰησοῦς οὐδὲ τοῦτο ἀνέγνωτε τί ἐποίησε Δαυὶδ ὅτε ἐπείνασεν αὐτὸς καὶ οἱ μετ᾽ αὐτοῦ;"
"Ev","6","04","2.05","ὡς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ ἐν τῷ σαββάτῳ καὶ τοὺς ἄρτους τῆς προθέσεως λαβὼν ἔφαγεν καὶ ἔδωκεν τοῖς μετ᾽ αὐτοῦ;"
"Ev","6","06","2.05","ἐγένετο δὲ ἐν ἑτέρῳ σαββάτῳ () ἦν ἄνθρωπος ἐκεῖ καὶ ἡ χεὶρ αὐτοῦ ἡ δεξιὰ ἦν ξηρά."
"Ev","6","07","2.05","παρετηροῦντο δὲ αὐτὸν οἱ Φαρισαῖοι εἰ ἐν τῷ σαββάτῳ θεραπεύει ἵνα εὕρωσιν κατηγορεῖν αὐτοῦ."
"Ev","6","08","2.05","αὐτὸς δὲ ᾔδει τοὺς διαλογισμοὺς αὐτῶν ()."
"Ev","6","09","2.05","εἶπεν δὲ ὁ Ἰησοῦς πρὸς αὐτούς· ἐπερωτῶ ὑμᾶς εἰ ἔξεστιν τῷ σαββάτῳ ἀγαθοποιῆσαι ἢ κακοποιῆσαι ψυχὴν σῶσαι ἢ ἀπολέσαι;"
"Ev","6","10","2.05","καὶ περιβλεψάμενος πάντας αὐτοὺς εἶπεν αὐτῷ· ἔκτεινον τὴν χεῖρά σου. ὁ δὲ ἐποίησεν καὶ ἀπεκατεστάθη ἡ χεὶρ αὐτοῦ."
"Ev","6","05","2.05","καὶ ἔλεγεν αὐτοῖς ὅτι κύριός ἐστιν ὁ υἱὸς τοῦ ἀνθρώπου καὶ τοῦ σαββάτου."
