"book","chapter","verse","edition","text" 
"Ev","3","01","2.03","ἐν@pd ὁ@ddns πεντεκαιδέκατος@aodnsn ἔτος@ndnsc Τιβέριος@ngmsp Καῖσαρ@ngmsp ἐπί@pg ὁ@dgmp χρόνος@ngmpc Πιλᾶτος@ngmsp" 
"Ev","4","31","2.03","κατέρχομαι@viaa3s ὁ@dnms Ἰησοῦς@nnmsp ([]) () εἰς@pa Καφαρναούμ@nafsp ([]) καί@cc εἰμί@viia3s διδάσκω@vppanms () ἐν@pd ὁ@ddfs συναγωγή@ndfsc" 
"Ev","4","32","2.03","ἐκπλήσσω@viip3p δέ@cc πᾶς@ainmpn ἐπί@pd ὁ@ddfs διδαχή@ndfsc αὐτός@rpgms ὅτι@cs ἐν@pd ἐξουσία@ndfsc εἰμί@viia3s ὁ@dnms λόγος@nnmsc αὐτός@rpgms" 
"Ev","4","34","2.03","τίς@rqnns ἐγώ@rpd-p καί@cc σύ@rpd-s Ἰησοῦς@nvmsp ἔρχομαι@viaa2s ἀπόλλυμι@vnaa ἐγώ@rpa-p οἶδα@vixa1s τίς@rqnms εἰμί@vipa2s ὁ@dnms ἅγιος@annmsn ὁ@dgms θεός@ngmsc" 
"Ev","4","35","2.03","() ἐπιτιμάω@viaa3s αὐτός@rpdns ὁ@dnms Ἰησοῦς@nnmsp" 
"Ev","4","16","2.03","ἔρχομαι@vpaanms δέ@cc εἰς@pa Ναζαρά@nafsp ὅπου@cs εἰμί@viia3s κατά@pa ὁ@dans εἴωθα@vpxaans ἐν@pd ὁ@ddfs ἡμέρα@ndfsc ὁ@dgnp σάββατον@ngnpc εἰς@pa ὁ@dafs συναγωγή@nafsc" 
"Ev","4","23","2.03","ἰατρός@nvmsc θεραπεύω@vdaa2s σεαυτοῦ@rxams" 
"Ev","4","29","2.03","ἐκβάλλω@viaa3p αὐτός@rpams () ἄγω@viaa3p αὐτός@rpams ἕως@pg ὁ@dgfs ὀφρύς@ngfsc ὁ@dgns ὄρος@ngnsc" 
"Ev","4","30","2.03","διά@pg μέσος@angnsn αὐτός@rpgmp πορεύομαι@viim3s" 
"Ev","4","40","2.03","()" 
"Ev","4","41","2.03","ἐξέρχομαι@viim3s δαιμόνιον@nnnpc κράζω@vppannp σύ@rpn-s εἰμί@vipa2s ὁ@dnms υἱός@nnmsc ὁ@dgms θεός@ngmsc ἐπιτιμάω@vppanms οὐ@b ἐάω@viia3s αὐτός@rpanp λαλέω@vnpa" 
"Ev","4","42","2.03","πορεύομαι@viap3s εἰς@pa ἔρημος@anamsn () κατέχω@viia3p αὐτός@rpams" 
"Ev","4","43","2.03","δεῖ@vipa3s ἐγώ@rpa-s καί@b ὁ@ddfp (ἄλλος@aidfpn) [] πόλις@ndfpc εὐαγγελίζω@vnam ὁ@dafs βασιλεία@nafsc ὁ@dgms θεός@ngmsc" 
"Ev","5","01","2.03","()" 
"Ev","5","02","2.03","()" 
"Ev","5","03","2.03","Σίμων@nnmsp" 
"Ev","5","04","2.03","()" 
"Ev","5","05","2.03","()" 
"Ev","5","06","2.03","()" 
"Ev","5","07","2.03","()" 
"Ev","5","08","2.03","()" 
"Ev","5","09","2.03","[θάμβος@nnmsc] [ἐπί@pd ὁ@ddfs ἄγρα@ndfsc ὁ@dgmp ἰχθύς@ngmpc]" 
"Ev","5","10","2.03","υἱός@nampc Ζεβεδαῖος@ngmsp () μή@x φοβέω@vdpm2s ἀπό@pg ὁ@dgms νῦν@b γάρ@cc ἄνθρωπος@nampc εἰμί@vifm2s ζωγρέω@vppanms" 
"Ev","5","11","2.03","ἀφίημι@vpaanmp ἀκολουθέω@viaa3p αὐτός@rpdms" 
"Ev","5","12","2.03","ἀνήρ@nnmsc λέπρα@ngfsc" 
"Ev","5","13","2.03","ἅπτω@viam3s" 
"Ev","5","14","2.03","ἀπέρχομαι@vdaa2s δείκνυμι@vdaa2s σεαυτοῦ@rxams ὁ@ddms ἱερεύς@ndmsc καί@cc προσφέρω@vdaa2s ὁ@dans δῶρον@nansc () ὅς@rrans προστάσσω@viaa3s Μωϋσῆς@nnmsp ἵνα@cs εἰμί@vspa3s σύ@rpd-p [] εἰς@pa μαρτύριον@nansc" 
"Ev","5","17","2.03","()" 
"Ev","5","18","2.03","παραλύω@vpxpnms" 
"Ev","5","19","2.03","()" 
"Ev","5","20","2.03","()" 
"Ev","5","21","2.03","() δύναμαι@vipm3s ἀφίημι@vnaa ἁμαρτία@nafpc εἰ@cs μή@x μόνος@annmsn ὁ@dnms θεός@nnmsc" 
"Ev","5","22","2.03","()" 
"Ev","5","23","2.03","()" 
"Ev","5","24","2.03","ἵνα@cs δέ@cc οἶδα@vsxa2p ὅτι@cs ἐξουσία@nafsc ἔχω@vipa3s ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc ἀφίημι@vnpa ἁμαρτία@nafpc ἐπί@pg ὁ@dgfs γῆ@ngfsc () ἐγείρω@vdpa2s καί@cc αἴρω@vdaa2s ὁ@dams κράβαττος@namsc σύ@rpg-s" 
"Ev","5","25","2.03","()" 
"Ev","5","27","2.03","τελώνης@nnmsc" 
"Ev","5","29","2.03","()" 
"Ev","5","30","2.03","μετά@pg ὁ@dgmp τελώνης@ngmpc" 
"Ev","5","31","2.03","οὐ@b χρεία@nafsc ἔχω@vipa3p ὁ@dnmp ὑγιαίνω@vppanmp ἰατρός@ngmsc ἀλλά@cc ὁ@dnmp κακῶς@b ἔχω@vppanmp" 
"Ev","5","33","2.03","ὁ@dnmp μαθητής@nnmpc Ἰωάννης@ngmsp πυκνός@b νηστεύω@vipa3p καί@cc δέησις@nafpc ποιέω@vipm3p [ὁ@dnmp δέ@cc μαθητής@nnmpc σύ@rpg-s] ἐσθίω@vipa3p καί@cc πίνω@vipa3p" 
"Ev","5","34","2.03","μή@x δύναμαι@vipm3p νηστεύω@vnpa ὁ@dnmp υἱός@nnmpc ὁ@dgms νυμφών@ngmsc ἐπί@pa ὅσος@rrans μετά@pg αὐτός@rpgmp εἰμί@vipa3s ὁ@dnms νυμφίος@nnmsc" 
"Ev","5","35","2.03","ὅταν@cs ἀπαίρω@vsap3s ἀπό@pg αὐτός@rpgmp ὁ@dnms νυμφίος@nnmsc () νηστεύω@vifa3p" 
"Ev","5","36","2.03","παραβολή@nafsc ()" 
"Ev","5","37","2.03","() νέος@anampn ()" 
"Ev","5","38","2.03","() βάλλω@vipa3p ()" 
"Ev","6","01","2.03","ἐν@pd σάββατον@ndnsc () πεινάω@viaa3p ὁ@dnmp μαθητής@nnmpc τίλλω@viia3p ὁ@damp στάχυς@nampc ψώχω@vppanmp ὁ@ddfp χείρ@ndfpc ()" 
"Ev","6","02","2.03","Φαρισαῖος@nnmpp" 
"Ev","6","03","2.03","ὁ@dnms Χριστός@nnmsp () οὐδέ@b οὗτος@rdans ἀναγινώσκω@viaa2p τίς@rqans ποιέω@viaa3s Δαυίδ@nnmsp () καί@cc ὁ@dnmp μετά@pg αὐτός@rpgms εἰμί@vppanmp" 
"Ev","6","04","2.03","εἰσέρχομαι@viaa3s εἰς@pa ὁ@dams οἶκος@namsc ὁ@dgms θεός@ngmsc καί@cc ὁ@damp ἄρτος@nampc ὁ@dgfs πρόθεσις@ngfsc λαμβάνω@viaa3s καί@cc ἐσθίω@viaa3s καί@cc δίδωμι@viaa3s ()" 
"Ev","6","06","2.03","χείρ@nnfsc ξηρός@annfsn" 
"Ev","6","07","2.03","παρατηρέω@viim3p () Φαρισαῖος@nnmpp [εἰ@x ἐν@pd ὁ@ddns σάββατον@ndnsc θεραπεύω@vipa3s ἵνα@cs εὑρίσκω@vsaa3p κατηγορέω@vnpa αὐτός@rpgms]" 
"Ev","6","08","2.03","()" 
"Ev","6","09","2.03","(ἐπερωτάω@vipa1s) εἰ@x ἔξειμι@vipa3s (ὁ@ddnp σάββατον@ndnpc) [] ἀγαθοποιέω@vnaa ἤ@cc μή@x ψυχή@nafsc σῴζω@vnaa ἤ@cc ἀπόλλυμι@vnaa" 
"Ev","6","10","2.03","()" 
"Ev","6","05","2.03","(καί@cc λέγω@viia3s αὐτός@rpdmp ὅτι@cs) κύριος@nnmsc εἰμί@vipa3s ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc καί@cc ὁ@dgns σάββατον@ngnsc" 
