"book","chapter","verse","edition","text"
"Ev","3","01","2.07","ἐν ἔτει δὲ πεντεκαιδεκάτῳ τῆς ἡγεμονίας Τιβερίου Καίσαρος"
"Ev","4","31","2.07","ὁ Ἰησοῦς κατῆλθεν εἰς Καφαρναοὺμ πόλιν τῆς Γαλιλαίας τὴν παραθαλάσσιον ἐν ὁρίοις Ζαβουλὼν καὶ Νεφθαλίμ καὶ ἦν διδάσκων αὐτοὺς ἐν τοῖς σάββασιν"
"Ev","4","32","2.07","καὶ πάντες ἐξεπλήσσοντο ἐπὶ τῇ διδαχῆ αὐτοῦ ὅτι ἐν ἐξουσίᾳ ἦν ὁ λόγος αὐτου"
"Ev","4","33","2.07","καὶ ἐν τῇ συναγωγῇ ἦν ἄνθρωπος ἔχων πνεῦμα δαιμόνιον ἀκάθαρτον καὶ ἀνέκραξεν φωνῇ μεγάλῃ"
"Ev","4","34","2.07","τί ἡμῖν καὶ σοί ἐστιν Ἰησοῦ Ναζαρηνέ; ἦλθες ἀπολέσαι ἡμᾶς; οἶδα τίς εἶ ὁ ἅγιος τοῦ θεοῦ"
"Ev","4","35","2.07","καὶ ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς λέγων φιμώθητι καὶ ἔξελθε ἀπ᾽ αὐτοῦ καὶ ῥῖψαν αὐτὸν τὸ δαιμόνιον εἰς τὸ μέσον ἀνακραυγάσαν τε ἐξῆλθεν ἀπ᾽ αὐτοῦ μηδὲν βλάψαν αὐτόν"
"Ev","4","36","2.07","καὶ ἐγένετο θάμβος μέγας ἐπὶ πάντας καὶ συνελάλουν πρὸς ἀλλήλους λέγοντες τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσίᾳ καὶ δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καὶ ἐξέρχονται;"
"Ev","4","37","2.07","καὶ ἐξῆλθεν ἡ ἀκοὴ περὶ αὐτοῦ εἰς πάντα τόπον τῆς περιχώρου"
"Ev","4","16","2.07","ἐλθὼν δὲ εἰς Ναζαρά εἰσῆλθεν ἐν τῇ ἡμέρᾳ τῶν σαββάτων εἰς τὴν συναγωγήν"
"Ev","4","22","2.07","καὶ ἔλεγον οὐχὶ υἱός ἐστιν Ἰωσὴφ οὗτος;"
"Ev","4","23","2.07","καὶ εἶπεν πρὸς αὐτούς πάντως ἐρεῖτέ μοι τὴν παραβολὴν ταύτην ἰατρέ θεράπευσον σεαυτόν ὅσα ἠκούσαμεν γενόμενα εἰς τὴν Καφαρναοὺμ ποίησον καὶ ὧδε ἐν τῇ πατρίδι σου"
"Ev","4","24","2.07","εἶπεν δέ ἀμὴν λέγω ὑμῖν ὅτι οὐδεὶς προφήτης δεκτός ἐστιν ἐν τῇ πατρίδι αὐτοῦ"
"Ev","4","28","2.07","καὶ ἐπλήσθησαν πάντες θυμοῦ ἐν τῇ συναγωγῇ"
"Ev","4","29","2.07","καὶ ἀναστάντες ἐξέβαλον αὐτὸν ἔξω τῆς πόλεως καὶ ἤγαγον αὐτὸν ἕως τῆς ὀφρύος τοῦ ὄρους ἐφ᾽ οὗ ἡ πόλις ᾠκοδόμητο αὐτῶν ὥστε κατακρημνίσαι αὐτόν"
"Ev","4","30","2.07","αὐτὸς δὲ διελθὼν διὰ μέσου αὐτῶν ἐπορεύετο"
"Ev","4","40","2.07","() δύνοντος δὲ τοῦ ἡλίου ἅπαντες ὅσοι εἶχον ἀσθενοῦντας νόσοις ποικίλαις ἤγαγον αὐτοὺς πρὸς αὐτόν ὁ δὲ ἑνὶ ἑκάστῳ τὰς χεῖρας ἐπιτιθεὶς ἐθεράπευεν αὐτούς"
"Ev","4","41","2.07","ἐξήρχετο δὲ καὶ δαιμόνια ἀπὸ πολλῶν κραυγάζοντα καὶ λέγοντα σὺ εἶ ὁ υἱὸς τοῦ θεοῦ καὶ ἐπιτιμῶν οὐκ εἴα αὐτὰ λαλεῖν ὅτι ᾔδεισαν τὸν Χριστὸν αὐτὸν εἶναι"
"Ev","4","42","2.07","γενομένης δὲ ἡμέρας ἐξελθὼν ἐπορεύθη εἰς ἔρημον τόπον καὶ οἱ ὄχλοι ἐπεζήτουν αὐτόν καὶ ἦλθον ἕως αὐτοῦ καὶ κατεῖχον αὐτὸν τοῦ μὴ πορεύεσθαι ἀπ᾽ αὐτῶν"
"Ev","4","43","2.07","ὁ δὲ εἶπεν πρὸς αὐτοὺς ὅτι δεῖ με καὶ ταῖς ἑτέραις πόλεσιν ἀπαγγελίσασθαι τὴν βασιλείαν τοῦ θεοῦ ὅτι ἐπὶ τοῦτο ἀπεστάλην"
"Ev","4","44","2.07","καὶ ἦν κηρύσσων εἰς τὰς συναγωγὰς τῆς Γαλιλαίας"
"Ev","5","01","2.07","ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ καὶ ἀκούειν τὸν λόγον τοῦ θεοῦ ἑστώτος αὐτοῦ παρὰ τὴν λίμνην Γεννησαρέτ"
"Ev","5","02","2.07","καὶ εἶδεν δύο πλοῖα ἑστῶτα παρὰ τὴν λίμνην οἱ δὲ ἁλιεῖς ἀπ᾽ αὐτῶν ἀποβάντες ἔπλυνον τὰ δίκτυα"
"Ev","5","03","2.07","ἐμβὰς δὲ εἰς ἓν τῶν πλοίων ὃ ἦν Σίμωνος ἠρώτησεν αὐτὸν ἀπὸ τῆς γῆς ἐπαναγαγεῖν ὅσον ὅσον καθίσας δὲ ἐν τῷ πλοίῳ ἐδίδασκεν τοὺς ὄχλους"
"Ev","5","04","2.07","ὡς δὲ ἐπαύσατο λαλῶν εἶπεν πρὸς τὸν Σίμωνα ἐπανάγαγε εἰς τὸ βάθος καὶ χαλάσατε τὰ δίκτυα ὑμῶν εἰς ἄγραν"
"Ev","5","05","2.07","ὁ δὲ Σίμων ἀποκριθεὶς εἶπεν αὐτῷ διδάσκαλε δι᾽ ὅλης νυκτὸς κοπιάσαντες οὐδὲν ἐλάβομεν ἐπὶ δὲ τῷ ῥήματί σου οὐ μὴ παρακούσομαι"
"Ev","5","06","2.07","καὶ εὐθὺς χαλάσαντες τὰ δίκτυα συνέκλεισαν πλῆθος ἰχθύων πολύ ὥστε τὰ δίκτυα ῥήσσεσθαι"
"Ev","5","07","2.07","καὶ κατένευσαν τοῖς μετόχοις ἐν τῷ ἑτέρῳ πλοίῳ τοῦ ἐλθόντας βοηθεῖν αὐτοῖς καὶ ἦλθον καὶ ἔπλησαν ἀμφότερα τὰ πλοῖα ὥστε παρά τι βυθίζεσθαι"
"Ev","5","08","2.07","ὁ δὲ Σίμων προσέπεσεν αὐτοῦ τοῖς ποσὶν λέγων παρακαλῶ ἔξελθε ἀπ᾽ ἐμοῦ ὅτι ἀνὴρ ἁμαρτωλός εἰμι κύριε"
"Ev","5","09","2.07","θάμβος γὰρ περιέσχεν αὐτὸν ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων ὧν συνέλαβον"
"Ev","5","10","2.07","ἦσαν δὲ κοινωνοὶ αὐτοῦ Ἰάκωβος καὶ Ἰωάννης υἱοὶ Ζεβεδαίου ὁ δὲ εἶπεν αὐτοῖς δεῦτε καὶ μὴ γίνεσθε ἁλιεῖς ἰχθύων ποιήσω γὰρ ὑμᾶς ἁλιεῖς ἀνθρώπων"
"Ev","5","11","2.07","οἱ δὲ ἀκούσαντες πάντα κατέλειψαν ἐπὶ τῆς γῆς καὶ ἠκολούθησαν αὐτῷ"
"Ev","5","12","2.07","καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων καὶ ἰδοὺ ἀνὴρ λεπρός ἰδὼν δὲ τὸν Ἰησοῦν ἔπεσεν ἐπὶ πρόσωπον λέγων κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι"
"Ev","5","13","2.07","καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ λέγων θέλω καθαρίσθητι καὶ εὐθέως ἐκαθαρίσθη"
"Ev","5","14","2.07","καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν ἀλλὰ ἄπελθε [] δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε τὸ δῶρον [] ὃ [] προσέταξεν Μωϋσῆς ἵνα εἰς μαρτύριον ᾖ τοῦτο ὑμῖν ὁ δὲ ἐξελθὼν ἤρξατο κηρύσσειν καὶ διαφημίζειν τὸν λόγον ὥστε μηκέτι δύνασθαι αὐτὸν φανερῶς εἰς πόλιν εἰσελθεῖν ἀλλ᾽ ἔξω ἦν ἐπ᾽ ἐρήμοις τόποις συνήρχοντο πρὸς αὐτὸν καὶ ἦλθεν πάλιν εἰς Καφαρναούμ"
"Ev","5","17","2.07","καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν αὐτοῦ διδάσκοντος συνελθεῖν τοὺς Φαρισαὶους () ἦσαν δὲ συνεληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας τοῦ ἰᾶσθαι αὐτούς"
