"book","chapter","verse","edition","text"
"Ev","3","01","2.08","ἐν ἔτει δὲ πεντεκαιδεκάτῳ τῆς ἡγεμονίας [] Τιβερίου Καίσαρος ()"
"Ev","4","31","2.08","ὁ Ἰησοῦς κατῆλθεν εἰς Καφαρναοὺμ πόλιν τῆς Γαλιλαίας καὶ ἦν διδάσκων ()"
"Ev","4","32","2.08","καὶ πάντες [] ἐξεπλήσσοντο ἐπὶ τῇ διδαχῆ αὐτοῦ ὅτι ἐν ἐξουσίᾳ ἦν ὁ λόγος αὐτου"
"Ev","4","33","2.08","ἦν δὲ ἐν τῇ συναγωγῇ ἄνθρωπος ἔχων πνεῦμα δαιμόνιον ἀκάθαρτον καὶ ἀνέκραξεν φωνῇ μεγάλῃ λέγων"
"Ev","4","34","2.08","τί ἡμῖν καὶ σοί Ἰησοῦ (); ἦλθες ἀπολέσαι ἡμᾶς []; οἶδα () τίς εἶ ὁ ἅγιος τοῦ θεοῦ"
"Ev","4","35","2.08","καὶ ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς λέγων φιμώθητι καὶ ἔξελθε ἀπ᾽ αὐτοῦ καὶ ῥῖψαν αὐτὸν τὸ δαιμόνιον εἰς μέσον ἀνακραυγάσαν τε ἐξῆλθεν ἀπ᾽ αὐτοῦ μηδὲν βλάψαν αὐτόν"
"Ev","4","36","2.08","καὶ ἐγένετο θάμβος μέγας ἐπὶ πάντας καὶ συνελάλουν πρὸς ἀλλήλους λέγοντες τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσίᾳ καὶ δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καὶ ἐξέρχονται;"
"Ev","4","37","2.08","καὶ ἐξῆλθεν ἡ ἀκοὴ περὶ αὐτοῦ εἰς πάντα τόπον τῆς περιχώρου"
"Ev","4","16","2.08","() εἰς Ναζαρέδ ([]) ἐν τῇ ἡμέρᾳ τῶν σαββάτων εἰς τὴν συναγωγὴν"
"Ev","4","17","2.08","();"
"Ev","4","23","2.08","καὶ εἶπεν πρὸς αὐτούς πάντως ἐρεῖτέ μοι τὴν παραβολὴν ταύτην ἰατρέ θεράπευσον σεαυτόν ὅσα ἠκούσαμεν γινόμενα εἰς Καφαρναοὺμ ποίησον καὶ ὧδε ἐν τῇ πατρίδι σου"
"Ev","4","24","2.08","()"
"Ev","4","25","2.08","()"
"Ev","4","26","2.08","()"
"Ev","4","28","2.08","()"
"Ev","4","29","2.08","καὶ ἀναστάντες ἐξέβαλον αὐτόν ἔξω τῆς πόλεως καὶ ἤγαγον αὐτὸν ἕως τῆς [] ὀφρύος τοῦ ὄρους ἐφ᾽ οὗ ἡ πόλις οἰκοδόμηται αὐτῶν ὥστε κατακρημνίσαι αὐτόν"
"Ev","4","30","2.08","αὐτὸς δὲ διελθὼν διὰ μέσου αὐτῶν ἐπορεύετο"
"Ev","4","40","2.08","δύσοντος δὲ τοῦ ἡλίου πάντες ὅσοι εἶχαν ἀσθενοῦντας νόσοις ποικίλαις ἔφερον αὐτοὺς πρὸς αὐτόν ὁ δὲ ἑνὶ ἑκάστῳ τὰς χεῖρας ἐπιτιθεὶς ἐθεράπευεν αὐτούς"
"Ev","4","41","2.08","ἐξήρχετο δὲ καὶ δαιμόνια ἀπὸ πολλῶν κραυγάζοντα () σὺ εἶ ὁ υἱὸς τοῦ θεοῦ καὶ ἐπιτιμῶν οὐκ εἴα αὐτὰ λαλεῖν ()"
"Ev","4","42","2.08","γενομένης δὲ ἡμέρας ἐξελθὼν ἐπορεύθη εἰς ἔρημον τόπον καὶ οἱ ὄχλοι ἐπεζήτουν αὐτὸν καὶ ἦλθον ἕως αὐτοῦ καὶ ἐπεῖχον [] αὐτόν τοῦ μὴ πορεύεσθαι ἀπ᾽ αὐτῶν"
"Ev","4","43","2.08","ὁ δὲ εἶπεν πρὸς αὐτοὺς ὅτι δεῖ με καὶ εἰς τὰς ἄλλας [] πόλεις εὐαγγελίσασθαι αὐταῖς τὴν βασιλείαν τοῦ θεοῦ ()"
"Ev","4","44","2.08","()"
"Ev","5","01","2.08","ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ τοῦ ἀκούειν τὸν λόγον τοῦ θεοῦ ἑστῶτος αὐτοῦ παρὰ τὴν λίμνην Γεννησαρὲδ"
"Ev","5","02","2.08","καὶ εἶδεν δύο πλοῖα ἑστῶτα παρὰ τὴν λίμνην οἱ δὲ ἁλιεῖς ἀπ᾽ αὐτῶν ἀποβάντες ἔπλυνον τὰ δίκτυα"
"Ev","5","03","2.08","ἐμβὰς δὲ εἰς ἓν πλοῖον ὃ ἦν Σίμωνος ἠρώτησεν αὐτὸν ἐπαναγαγεῖν ἀπὸ τῆς γῆς ὅσον ὅσον καὶ καθίσας ἐν τῷ πλοίῳ ἐδίδασκεν τοὺς ὄχλους"
"Ev","5","04","2.08","ὅτε δὲ ἐπαύσατο λαλῶν εἶπεν πρὸς τὸν Σίμωνα ἐπανάγαγε εἰς τὸ βάθος καὶ χαλάσατε τὰ δίκτυα ὑμῶν εἰς ἄγραν"
"Ev","5","05","2.08","ὁ δὲ Σίμων ἀποκριθεὶς εἶπεν αὐτῷ διδάσκαλε δι᾽ ὅλης τῆς νυκτὸς κοπιάσαντες οὐδὲν ἐλάβομεν ἐπὶ δὲ τῷ ῥήματί σου οὐ μὴ παρακούσομαι"
"Ev","5","06","2.08","καὶ εὐθὺς χαλάσαντες τὰ δίκτυα συνέκλεισαν ἰχθύων πλῆθος πολύ ὥστε τὰ δίκτυα ῥήσσεσθαι"
"Ev","5","07","2.08","καὶ κατένευον τοῖς μετόχοις ἐν τῷ ἑτέρῳ πλοίῳ τοῦ ἐλθόντας βοηθεῖν αὐτοῖς ἐλθόντες οὖν ἔπλησαν ἀμφότερα τὰ πλοῖα ὥστε παρά τι βυθίζεσθαι"
"Ev","5","08","2.08","ὁ δὲ Σίμων προσέπεσεν αὐτοῦ τοῖς ποσὶν λέγων παρακαλῶ ἔξελθε ἀπ᾽ ἐμοῦ ὅτι ἀνὴρ ἁμαρτωλός εἰμι κύριε"
"Ev","5","09","2.08","θάμβος γὰρ περιέσχεν αὐτὸν ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων ὧν συνέλαβον"
"Ev","5","10","2.08","ἦσαν δὲ κοινωνοὶ αὐτοῦ Ἰάκωβος καὶ Ἰωάνης υἱοὶ Ζεβεδαίου () εἶπεν πρὸς τὸν Σίμωνα [] () μὴ φοβοῦ ἀπὸ τοῦ νῦν γὰρ [] ἀνθρώπους ἔσῃ ζωγρῶν"
"Ev","5","11","2.08","καὶ καταγαγόντες τὰ πλοῖα ἐπὶ τὴν γῆν ἀφέντες πάντα ἠκολούθησαν αὐτῷ"
"Ev","5","12","2.08","καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων καὶ ἰδοὺ ἀνὴρ λεπρὸς [] καὶ ἰδὼν τὸν Ἰησοῦν ἔπεσεν ἐπὶ πρόσωπον λέγων κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι"
"Ev","5","13","2.08","ἐκτείνας δὲ τὴν χεῖρα ἥψατο αὐτοῦ λέγων θέλω καθαρίσθητι καὶ εὐθέως ἐκαθαρίσθη"
"Ev","5","14","2.08","καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν ἄπελθε [] δὲ καὶ δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου καθὼς [] προσέταξεν Μωϋσῆς ἵνα ᾖ [] μαρτύριον τοῦτο ὑμῖν []"
"Ev","5","17","2.08","καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν αὐτοῦ διδάσκοντος συνελθεῖν τοὺς Φαρισαίους καὶ νομοδιδασκάλους ἦσαν δὲ συνεληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας τοῦ ἰᾶσθαι αὐτούς"
